0,0,0,0,0.012591,-0.499513
0.533333,0.090702,-0.02658,-0.346661,0.365954,-0.88713
1.066667,0.307969,-0.178899,-0.714491,0.700945,-0.584193
1.6,0.550459,-0.453369,-0.911239,0.766719,-0.202799
2.133333,0.761261,-0.731705,-0.928704,0.629919,0.132938
2.666667,0.92402,-0.918528,-0.808756,0.361972,0.346854
3.2,1.000699,-0.98446,-0.624795,0.043386,0.388991
3.733333,1.01,-0.99,-0.44978,0,0.311068
4.266667,1.01,-0.99,-0.317036,0,0.219911
4.8,1.01,-0.99,-0.223987,0,0.152283
5.333333,1.01,-0.99,-0.159841,0,0.104304
5.866667,1.01,-0.99,-0.116318,0,0.069784
6.4,1.01,-0.99,-0.087805,0,0.044269
6.933333,1.01,-0.99,-0.070622,0,0.024465
7.466667,1.01,-0.99,-0.062551,0,0.007819
8,1.01,-0.99,-0,0,0.242383
8,1.01,-0.99,-0,0.172299,0.505242
8.533333,1.169163,-0.949573,0.333065,0.486915,0.827017
9.066667,1.386535,-0.814004,0.665017,0.543139,0.500793
9.6,1.566608,-0.631923,0.856636,0.483091,0.265682
10.133333,1.698913,-0.45865,0.952242,0.38936,0.116742
10.666667,1.795272,-0.316406,0.988156,0.297923,0.02691
11.2,1.866328,-0.208475,0.988812,0.21896,-0.024285
11.733333,1.91856,-0.131112,0.970206,0.154427,-0.050138
12.266667,1.955943,-0.078521,0.942797,0.103678,-0.059498
12.8,1.981366,-0.044837,0.9133,0.065133,-0.058489
13.333333,1.997293,-0.02492,0.885841,0.03688,-0.051345
13.866667,2.00596,-0.014608,0.862788,0.017001,-0.040867
14.4,2.009373,-0.010699,0.845366,0.003757,-0.02882
14.933333,2.01,-0.01,0.833993,0,-0.016672
15.466667,2.01,-0.01,0.828479,0,-0.005385
16,2.01,-0.01,0.795398,0,-0.126939
16,2.01,-0.01,0.795398,0.524429,0.106793
16.533333,2.2565,0.261641,0.849279,0.942988,0.108731
17.066667,2.530152,0.574916,0.854752,0.720875,-0.086837
17.6,2.743154,0.79609,0.77552,0.507785,-0.230092
18.133333,2.898295,0.924899,0.643118,0.299572,-0.299516
18.666667,2.985099,0.978713,0.493537,0.109486,-0.298805
19.2,3.01,0.99,0.357653,0,-0.244733
19.733333,3.01,0.99,0.25229,0,-0.176717
20.266667,3.01,0.99,0.177357,0,-0.123015
